교육청,소재구,학교명,홈페이지 주소,설립,우편번호,주소,전화번호,1학년 학급수,2학년 학급수,3학년 학급수,4학년 학급수,5학년 학급수,6학년 학급수,복식 학급수,특수 학급수,1학년 학생수 계,1학년 여학생 수,2학년 학생수 계,2학년 여학생 수,3학년 학생수 계,3학년 여학생 수,4학년 학생수 계,4학년 여학생 수,5학년 학생수 계,5학년 여학생 수,6학년 학생수 계,6학년 여학생 수,복식 학급 학생수 계,복식 학급 여학생수,특수 학급 학생수 계,특수 학급 여학생수,학급당 평균 학생수,교원수 계,여교원수 계,정규 교원수 계,정규 여교원수,기간제 교원수 계,기간제 여교원수,직원수,여직원수,보통 교실 수,비고
북부,노원구,서울공연초등학교,http://www.gongyeon.es.kr,공립,139-801,서울특별시 노원구 동일로192가길 16 (공릉동서울공연초등학교),02-977-4121,5,5,4,6,5,5,0,1,113,58,105,50,101,48,131,47,126,71,125,68,0,0,5,1,22.8,50,41,45,36,5,5,5,3,35,
북부,노원구,서울노원초등학교,http://www.nowon.es.kr,공립,139-837,서울특별시 노원구 동일로230나길 32 (상계동노원초등학교),02-939-1894,3,2,2,3,3,3,0,2,57,22,47,24,45,21,56,30,58,24,54,26,0,0,12,3,18.3,29,21,29,21,0,0,5,2,22,
북부,노원구,서울노일초등학교,http://www.noil.es.kr,공립,139-837,서울특별시 노원구 동일로 1625 (상계동노일초등학교),02-951-4394,4,4,5,5,5,5,0,0,92,48,102,51,103,51,120,59,122,59,127,65,0,0,0,0,23.8,42,30,42,30,0,0,5,3,28,
북부,노원구,서울연지초등학교,http://www.seoulyeonji.es.kr/,공립,139-842,서울특별시 노원구 월계로55길 48 (월계동서울연지초등학교),02-979-8092,3,3,2,3,3,2,0,2,59,30,44,24,44,20,51,30,54,19,41,22,0,0,5,1,16.6,30,22,30,22,0,0,5,2,18,
북부,노원구,서울연촌초등학교,http://www.yeonchon.es.kr,공립,139-871,서울특별시 노원구 공릉로58길 36 (하계동연촌초등학교),02-972-1676,4,5,4,5,6,6,0,2,99,47,118,48,108,55,127,68,158,67,139,79,0,0,10,4,23.7,51,41,46,36,5,5,5,3,35,
북부,도봉구,서울오봉초등학교,http://www.seoulobong.es.kr,공립,132-820,서울특별시 도봉구 시루봉로 285 (도봉동서울오봉초등학교),02-3492-8615,4,4,4,4,5,6,0,1,85,36,86,35,99,52,107,45,119,46,151,70,0,0,2,0,23.2,44,36,44,36,0,0,5,1,30,
북부,노원구,서울온곡초등학교,http://www.ongok.es.kr,공립,139-200,서울특별시 노원구 한글비석로52길 59 (상계동온곡초등학교),02-937-7136,5,4,5,6,6,7,0,0,126,61,102,51,112,50,149,75,151,78,178,87,0,0,0,0,24.8,49,41,49,41,0,0,4,3,36,
북부,노원구,서울용동초등학교,http://www.yongdong.es.kr,공립,139-865,서울특별시 노원구 한글비석로1길 81-11 (중계동용동초등학교),02-949-0025,4,4,4,5,5,5,0,2,84,42,91,36,85,43,108,55,128,60,125,57,0,0,7,2,21.7,48,41,46,39,2,2,5,2,29,
북부,노원구,서울용원초등학교,www.yong1.es.kr,공립,139-805,서울특별시 노원구 섬밭로 144 (공릉동서울용원초등학교),02-948-5302,6,5,5,6,5,7,0,2,145,79,129,57,124,55,157,83,129,60,163,85,0,0,13,0,23.9,55,41,55,41,0,0,7,5,36,
북부,노원구,서울원광초등학교,http://www.wonkwang.es.kr,공립,139-860,서울특별시 노원구 덕릉로76길 18 (중계동원광초등학교),02-951-3358,5,4,4,6,8,8,0,0,116,45,103,47,106,44,155,73,189,91,187,95,0,0,0,0,24.5,52,44,51,43,1,1,5,3,35,
북부,노원구,서울월계초등학교,www.i-wolgye.es.kr,공립,139-848,서울특별시 노원구 월계로45가길 10 (월계동월계초등학교),02-999-2381,3,3,3,3,3,3,0,0,64,34,66,31,75,33,59,28,70,33,62,27,0,0,0,0,22,30,25,30,25,0,0,5,2,19,
북부,도봉구,서울월천초등학교,http://www.wolcheon.es.kr,공립,132-901,서울특별시 도봉구 노해로70길 96 (창동서울월천초등학교),02-993-9448,4,4,4,4,5,4,0,2,103,58,85,37,81,38,99,52,113,52,94,51,0,0,7,3,21.6,38,29,37,28,1,1,5,3,27,
북부,노원구,서울을지초등학교,http://eulji.es.kr,공립,139-860,서울특별시 노원구 중계로 239 (중계동서울을지초등학교),02-951-2742,6,8,8,10,12,13,0,0,204,92,202,100,223,108,267,121,334,150,368,170,0,0,0,0,28,83,71,83,71,0,0,8,5,57,
북부,도봉구,서울자운초등학교,http://www.jawoon.es.kr,공립,132-905,서울특별시 도봉구 마들로13길 166 (창동자운초등학교),02-908-0385,8,7,6,7,7,8,0,0,198,88,180,84,162,80,178,93,182,93,187,97,0,0,0,0,25.3,63,52,63,52,0,0,5,3,44,
북부,노원구,서울중계초등학교,http://jg.es.kr,공립,139-859,서울특별시 노원구 한글비석로19길 39 (중계동서울중계초등학교),02-930-6004,6,5,6,6,8,7,0,0,152,80,134,59,159,74,163,80,207,83,166,73,0,0,0,0,25.8,56,47,56,47,0,0,5,3,38,
북부,노원구,서울중원초등학교,www.jungwon.es.kr,공립,139-863,서울특별시 노원구 섬밭로 316 (중계동중원초등학교),02-971-4771,5,5,5,5,6,4,0,0,123,60,129,64,118,59,125,66,143,69,100,52,0,0,0,0,24.6,46,40,46,40,0,0,5,3,30,
북부,노원구,서울중평초등학교,http://www.jungpyong.es.kr,공립,139-873,서울특별시 노원구 섬밭로 241 (하계동중평초등학교),02-979-2388,10,8,9,10,11,11,0,1,270,141,243,111,249,136,284,144,331,160,305,150,0,0,5,3,28.1,85,71,84,70,1,1,7,4,60,
북부,노원구,서울중현초등학교,http://joonghyun.es.kr,공립,139-873,서울시 노원구 섬밭로 181번지,02-979-8433,3,2,3,3,3,3,0,2,70,34,44,17,58,27,58,29,76,35,55,19,0,0,11,8,19.6,30,23,28,21,2,2,5,3,19,
북부,도봉구,서울창경초등학교,http://www.changkyung.es.kr,공립,132-862,서울특별시 도봉구 도봉로129길 54 (쌍문동창경초등학교),02-995-5265,7,7,6,8,8,7,0,0,190,91,148,78,159,69,209,103,214,103,187,94,0,0,0,0,25.7,64,53,64,53,0,0,4,2,53,
북부,도봉구,서울창도초등학교,http://www.changdo.es.kr,공립,132-854,서울특별시 도봉구 방학로 32-28 (방학동서울창도초등학교),02-3492-0008,7,6,6,7,7,7,0,2,180,92,154,76,142,71,168,90,190,104,161,84,0,0,7,3,23.9,60,50,60,50,0,0,5,3,43,
북부,도봉구,서울창동초등학교,http://www.changdong-s.es.kr,공립,132-906,서울특별시 도봉구 해등로16길 81 (창동창동초등학교),02-900-9575,4,3,4,4,3,4,0,2,76,37,70,40,78,36,86,41,70,36,94,51,0,0,6,3,20,39,30,38,29,1,1,4,3,27,
북부,도봉구,서울창림초등학교,http://www.changlim.es.kr,공립,132-040,서울특별시 도봉구 덕릉로63길 46 (창동창림초등학교),02-992-8633,9,7,7,7,8,7,0,1,233,130,164,79,172,94,190,97,196,91,182,91,0,0,7,3,24.9,66,57,65,56,1,1,5,3,46,
북부,도봉구,서울창원초등학교,http://www.changwon-s.es.kr,공립,132-908,서울특별시 도봉구 해등로 103 (창동서울창원초등학교),02-991-9167,4,4,4,4,4,4,0,1,93,34,80,36,92,51,96,47,89,40,97,36,0,0,4,3,22,40,34,40,34,0,0,4,2,28,
북부,도봉구,서울창일초등학교,http://www.changil.es.kr,공립,132-911,서울특별시 도봉구 노해로66길 84 (창동),02-996-9167,7,7,5,7,7,7,0,0,172,73,179,81,139,72,188,86,171,90,177,93,0,0,0,0,25.7,56,45,56,45,0,0,4,2,40,
북부,노원구,서울청계초등학교,http://www.scg.es.kr,공립,139-865,서울특별시 노원구 공릉로 431 (중계동청계초등학교),02-949-2823,4,3,3,4,5,5,0,2,91,39,72,23,77,40,97,50,122,75,111,58,0,0,12,6,22.4,43,35,41,34,2,1,5,3,26,
북부,도봉구,서울초당초등학교,http://www.chodang.es.kr,공립,132-020,서울특별시 도봉구 해등로32길 11 (방학동서울초당초등학교),02-956-1561,8,7,6,8,7,7,0,0,219,106,179,85,148,63,193,89,191,105,171,73,0,0,0,0,25.6,62,51,60,49,2,2,5,2,43,
북부,노원구,서울태랑초등학교,http://www.taerang.es.kr,공립,139-800,서울특별시 노원구 화랑로51나길 31 (공릉동서울태랑초등학교),02-977-7384,6,6,6,6,6,7,0,1,181,92,172,85,159,75,171,77,173,79,176,88,0,0,5,2,27.3,55,45,55,45,0,0,6,4,38,
북부,노원구,서울태릉초등학교,http://www.taereung.es.kr,공립,139-800,서울특별시 노원구 노원로1길 36 (공릉동서울태릉초등학교),02-979-5157,8,8,7,9,8,8,0,0,206,98,203,100,171,94,225,105,211,98,196,98,0,0,0,0,25.3,73,58,72,57,1,1,7,3,53,
북부,노원구,서울한천초등학교,http://www.hancheon.es.kr,공립,139-840,서울특별시 노원구 마들로 45 (월계동서울한천초등학교),02-975-5701,10,7,8,8,7,7,0,0,245,106,158,69,180,95,182,89,167,93,160,85,0,0,0,0,23.2,66,56,66,56,0,0,6,3,47,
북부,도봉구,동북초등학교,http://dongbuk.es.kr,사립,132-715,서울특별시 도봉구 시루봉로 53  (쌍문동 동북초등학교),02-993-1233,4,4,4,4,4,3,0,0,130,65,127,63,125,57,108,48,92,40,69,27,0,0,0,0,28.3,27,14,24,13,3,1,7,3,23,
북부,노원구,상명초등학교,http://www.smcho.es.kr,사립,139-865,서울특별시 노원구 덕릉로 541 (중계동상명초등학교),02-971-6214,4,4,4,4,4,4,0,0,120,66,120,66,122,59,113,50,107,50,100,56,0,0,0,0,28.4,28,17,27,16,1,1,8,3,24,
북부,노원구,청원초등학교,http://www.cheongwon-seoul.es.kr,사립,139-822,서울특별시 노원구 한글비석로 506 (상계동청원초/중/고등학교),02-3399-7888,4,4,4,4,4,3,0,0,120,60,120,69,107,51,99,53,107,50,79,36,0,0,0,0,27.5,26,14,22,13,4,1,4,0,36,
북부,노원구,태강삼육초등학교,http://www.taegang.es.kr,사립,139-800,서울특별시 노원구 화랑로 815  태강삼육초등학교(공릉동삼육대학교),02-972-3671,4,4,4,4,4,4,0,0,131,66,128,65,127,66,144,68,115,51,121,60,0,0,0,0,31.9,29,24,26,21,3,3,6,2,61,
북부,도봉구,한신초등학교,http://www.ihansin.net,사립,132-716,서울특별시 도봉구 노해로49길 69 (쌍문동한신초등학교),02-901-7502,4,4,4,4,4,4,0,0,112,56,118,59,121,60,108,54,99,54,101,53,0,0,0,0,27.5,27,14,26,13,1,1,9,4,24,
북부,노원구,화랑초등학교,http://www.hwarang-s.es.kr/,사립,139-774,서울특별시 노원구 화랑로 621 (공릉동화랑초등학교),02-972-2261,4,4,4,4,4,4,0,0,119,60,120,61,120,59,120,65,118,57,118,61,0,0,0,0,29.8,29,15,27,14,2,1,8,1,24,
중부,종로구,서울대학교사범대학부설초등학교,http://www.snu.es.kr,국립,110-500,서울특별시 종로구 대학로 64 (동숭동서울사대부설초등학교),02-762-5250,5,5,5,5,5,5,0,1,102,52,107,54,112,55,124,63,124,59,122,59,0,0,3,3,22.4,41,26,36,21,5,5,6,2,31,
중부,중구,서울광희초등학교,http://www.kwanghee.es.kr,공립,100-450,서울특별시 중구 다산로 269 (신당동광희초등학교),02-2238-8455,3,2,2,2,2,2,0,1,55,30,43,22,34,18,37,16,30,17,41,17,0,0,1,0,17.2,25,21,25,21,0,0,3,1,15,
중부,종로구,서울교동초등학교,http://www.skyodong.es.kr,공립,110-310,서울특별시 종로구 삼일대로 446 (경운동서울교동초등학교),02-765-2884,1,1,1,1,1,1,0,1,21,14,20,10,19,10,16,8,17,13,20,9,0,0,4,2,16.7,15,11,15,11,0,0,4,2,7,
중부,용산구,서울금양초등학교,http://www.keumyang.es.kr,공립,140-897,서울특별시 용산구 효창원로 137 (효창동금양초등학교),02-704-2901,7,7,5,6,7,7,0,1,171,96,158,82,120,52,135,64,180,92,163,90,0,0,5,1,23.3,63,57,61,55,2,2,5,2,46,
중부,중구,서울남산초등학교,http://www.namsani.es.kr,공립,100-042,서울특별시 중구 퇴계로22길 17 (남산동2가남산초등학교),02-752-6842,2,2,2,2,2,1,0,1,39,22,39,17,30,13,34,23,33,21,25,11,0,0,4,0,17,21,19,21,19,0,0,4,2,14,
중부,용산구,서울남정초등학교,http://www.seoul-nj.es.kr,공립,140-905,서울특별시 용산구 원효로64길 17-10 (원효로2가남정초등학교),02-712-8938,4,3,3,3,3,3,0,2,101,53,63,30,74,33,55,25,69,34,62,27,0,0,4,3,20.4,36,35,35,34,1,1,5,3,21,
중부,중구,서울덕수초등학교,http://deoksoo.es.kr,공립,100-120,서울특별시 중구 덕수궁길 140 (정동덕수초등학교),02-735-7225,3,3,3,3,3,4,0,1,81,43,86,47,67,31,83,34,80,33,77,33,0,0,1,0,23.8,35,30,34,29,1,1,7,4,20,
중부,종로구,서울독립문초등학교,http://www.dnm.es.kr,공립,110-813,서울특별시 종로구 통일로12길 23 (무악동독립문초등학교),02-735-7344,3,3,3,4,4,4,0,1,69,38,62,28,70,28,73,37,92,48,91,48,0,0,6,2,21,37,34,37,34,0,0,5,2,22,
중부,종로구,서울매동초등학교,www.maedong.es.kr,공립,110-044,서울특별시 종로구 사직로9길 19 (필운동매동초등학교(본관동)),02-737-4263,3,2,2,2,2,2,0,1,56,24,37,18,40,16,35,14,44,19,44,20,0,0,4,2,18.6,24,21,23,20,1,1,4,2,14,
중부,종로구,서울명신초등학교,http://www.myungshin.es.kr,공립,110-861,서울특별시 종로구 낙산길 250 (창신동명신초등학교),02-766-1415,3,3,2,3,3,3,0,2,71,38,66,40,48,26,66,23,72,41,53,25,0,0,9,5,20.3,34,29,33,28,1,1,8,6,20,
중부,용산구,서울보광초등학교,www.bogwang.es.kr,공립,140-858,서울특별시 용산구 우사단로 20 (이태원동보광초등학교),02-795-2549,4,4,4,4,4,5,0,1,92,46,90,49,79,32,103,48,93,42,127,64,0,0,4,1,22.6,48,44,48,44,0,0,6,3,26,
중부,중구,서울봉래초등학교,http://www.seoul-bongrae.es.kr,공립,100-372,서울특별시 중구 손기정로 73 (만리동2가봉래초등학교),02-392-5469,3,2,2,3,3,3,0,2,54,23,43,23,41,20,58,31,50,24,56,26,0,0,4,0,17,35,29,35,29,0,0,6,3,20,
중부,용산구,서울삼광초등학교,http://www.seoulsamkwang.es.kr,공립,140-901,서울특별시 용산구 두텁바위로1나길 19 (후암동삼광초등학교),02-754-4052,4,3,4,4,4,4,0,1,102,60,73,27,78,34,74,37,82,39,97,48,0,0,3,1,21.2,42,36,42,36,0,0,5,3,23,
중부,용산구,서울서빙고초등학교,www.seobinggo.es.kr,공립,140-240,서울특별시 용산구 서빙고로 237  51길 14번지 (서빙고동),02-795-2435,3,3,3,4,3,4,0,2,84,39,59,29,88,37,92,47,92,46,92,46,0,0,8,2,23.4,38,35,37,34,1,1,5,2,23,
중부,종로구,서울세검정초등학교,http://www.segumjung.es.kr,공립,110-831,서울특별시 종로구 세검정로9길 1 (신영동서울세검정초등학교),02-379-3004,6,6,5,6,6,6,0,1,136,54,132,51,115,56,140,70,150,62,141,57,0,0,3,0,22.7,53,50,53,50,0,0,6,4,38,
중부,종로구,서울숭신초등학교,http://soongshin.es.kr,공립,110-826,서울특별시 종로구 종로58길 30 (숭인동숭신초등학교),02-2252-5950,2,2,2,2,2,2,0,2,25,13,16,5,22,13,30,8,22,6,18,6,0,0,5,0,9.9,25,22,23,20,2,2,5,3,18,
중부,중구,서울신당초등학교,http://www.shindang.es.kr,공립,100-821,서울특별시 중구 난계로 141 (신당동서울신당초등학교),02-2232-2892,3,3,3,3,4,3,0,1,71,28,62,35,65,34,76,45,77,37,72,40,0,0,4,3,21.4,34,30,34,30,0,0,6,5,21,
중부,용산구,서울신용산초등학교,http://www.sys-e.es.kr,공립,140-855,서울특별시 용산구 이촌로 255  301-75번지 (이촌동),02-793-2807,10,10,10,10,10,10,0,2,349,180,287,139,271,131,280,128,273,137,266,133,0,0,5,2,27.9,91,82,87,79,4,3,7,3,65,
중부,용산구,서울용산초등학교,http://www.sys.es.kr,공립,140-012,서울 용산구 한강대로57길 33 (한강로2가용산초등학교),02-795-0782,3,2,2,2,2,1,0,1,53,24,30,9,27,15,32,17,33,11,22,9,0,0,6,1,15.6,26,22,26,22,0,0,4,3,13,
중부,용산구,서울용암초등학교,www.yongamcho.seoul.kr,공립,140-834,서울특별시 용산구 녹사평대로60길 39 (용산동2가용암초등학교),02-796-0456,2,2,2,2,2,2,0,1,30,13,33,15,40,14,33,21,39,21,48,26,0,0,3,1,17.4,23,20,23,20,0,0,4,3,13,
중부,용산구,서울원효초등학교,http://www.wonhyo.es.kr,공립,140-040,서울특별시 용산구 효창원로13길 38  서울원효초등학교 (산천동원효초등학교),02-716-4424,6,5,5,6,5,5,0,1,149,79,131,68,133,70,137,73,119,64,123,63,0,0,3,1,24.1,51,45,51,45,0,0,6,3,0,
중부,용산구,서울이태원초등학교,itaewon.es.kr,공립,140-861,서울특별시 용산구 녹사평대로40길 19 (이태원동이태원초등학교),02-795-2809,3,3,3,3,3,3,0,1,77,42,63,35,70,41,62,34,66,31,65,33,0,0,7,3,21.6,32,27,32,27,0,0,4,2,18,
중부,중구,서울장충초등학교,http://www.jangchung.es.kr,공립,100-834,서울특별시 중구 청구로17길 40 (신당동장충초등학교(창고)),02-2252-2945,5,4,4,5,6,5,0,2,123,64,78,43,107,55,126,47,152,70,118,54,0,0,6,2,22.9,57,52,54,49,3,3,4,1,42,
중부,종로구,서울재동초등학교,www.jaedong.es.kr,공립,110-260,서울특별시 종로구 북촌로4길 7 (가회동서울재동초등학교),02-763-1812,2,2,2,2,2,3,0,0,41,23,44,19,42,17,38,19,42,17,56,32,0,0,0,0,20.2,24,21,23,20,1,1,5,3,15,
중부,종로구,서울창신초등학교,chang-shin.es.kr,공립,110-838,서울특별시 종로구 지봉로 73 (창신동창신초등학교),02-763-3160,5,5,5,5,6,7,0,2,108,50,112,55,102,51,120,58,148,61,166,87,0,0,5,2,21.7,57,51,56,50,1,1,6,3,39,
중부,중구,서울청구초등학교,http://www.cheonggu.es.kr/,공립,100-825,서울특별시 중구 다산로 170 (신당동청구초등학교),02-2252-1866,7,6,6,7,7,8,0,2,182,92,140,68,142,63,161,76,164,79,182,80,0,0,6,2,22.7,74,65,73,64,1,1,4,2,46,
중부,종로구,서울청운초등학교,http://www.chungwoon.es.kr/,공립,110-030,서울특별시 종로구 자하문로 105 (청운동청운초등학교),02-737-0217,5,5,4,5,6,5,0,2,117,59,101,45,101,40,125,46,137,61,123,56,0,0,6,2,22.2,60,53,57,50,3,3,6,3,32,
중부,용산구,서울청파초등학교,http://s-cheongpa.es.kr,공립,140-132,서울특별시 용산구 효창원로 228 (청파동2가청파초등학교),02-701-3242,4,4,5,6,5,6,0,3,104,44,81,36,112,57,136,62,103,44,128,56,0,0,11,2,20.5,53,51,53,51,0,0,5,3,35,
중부,중구,서울충무초등학교,http://www.chungmu.es.kr/,공립,100-855,서울 중구 퇴계로50길 13 (장충동2가충무초등학교),02-2279-0010,3,2,2,2,2,2,0,1,67,39,49,22,34,20,47,28,47,24,49,26,0,0,5,1,21.3,27,23,27,23,0,0,5,3,15,
중부,용산구,서울한강초등학교,www.hangang.es.kr,공립,140-883,서울특별시 용산구 한강대로14길 9 (한강로3가서울한강초등학교),02-795-0584,2,2,2,2,1,2,0,1,42,22,31,9,28,14,39,20,21,9,33,14,0,0,4,2,16.5,22,20,22,20,0,0,4,2,11,
중부,용산구,서울한남초등학교,http://www.hannam.es.kr,공립,140-893,서울특별시 용산구 한남대로 112 (한남동한남초등학교),02-749-2371,3,3,3,3,3,3,0,1,62,32,59,25,60,37,60,24,55,31,64,34,0,0,2,1,19.1,33,26,32,25,1,1,5,2,23,
중부,종로구,서울혜화초등학교,http://www.hyehwa-e.seoul.kr,공립,110-530,서울특별시 종로구 혜화로 32 (혜화동혜화초등학교),02-762-6437,5,5,4,6,5,5,0,2,123,57,113,50,111,61,141,66,116,58,126,63,0,0,8,0,23.1,55,50,53,48,2,2,5,3,33,
중부,종로구,서울효제초등학교,http://www.hyoje.es.kr,공립,110-851,서울특별시 종로구 대학로 12 (효제동서울효제초등학교),02-741-7461,3,3,3,3,4,4,0,1,44,20,54,23,46,27,59,27,73,33,75,29,0,0,5,2,17,42,38,40,36,2,2,5,2,20,
중부,용산구,서울후암초등학교,http://huam.e-wut.co.kr,공립,140-899,서울특별시 용산구 두텁바위로 140  서울후암초등학교 (후암동후암초등학교),02-779-3936,4,4,4,4,4,4,0,2,101,51,96,43,93,41,93,40,90,49,101,42,0,0,10,5,22.5,44,38,43,37,1,1,4,2,26,
중부,중구,서울흥인초등학교,http://www.heungin.es.kr/,공립,100-824,서울특별시 중구 청구로6길 11  서울흥인초등학교 (신당동흥인초등학교),02-2235-4092,4,4,3,4,3,3,0,1,94,54,75,36,73,34,81,47,67,36,61,33,0,0,4,1,20.7,37,34,36,33,1,1,4,3,21,
중부,중구,동산초등학교,http://seoul-dongsan.es.kr,사립,100-826,서울특별시 중구 매봉18길 109 (신당동동산초등학교),02-2252-7654,3,3,3,3,3,3,0,0,97,48,96,46,96,45,87,41,92,47,77,37,0,0,0,0,30.3,22,14,22,14,0,0,8,2,18,
중부,중구,리라초등학교,http://www.lila.es.kr,사립,100-250,서울특별시 중구 소파로2길 7 (예장동리라초등학교),02-777-7461,4,4,4,4,4,4,0,0,113,59,112,64,107,56,99,48,95,45,100,58,0,0,0,0,26.1,28,19,28,19,0,0,20,8,24,
중부,종로구,상명대학교사범대학부속초등학교,http://www.sangmyung-ae.es.kr,사립,110-743,서울특별시 종로구 홍지문2길 1  상명사대부속초등학교 (홍지동상명초등학교),02-395-0678,2,2,2,2,2,2,0,0,60,30,68,35,63,31,50,31,52,28,64,29,0,0,0,0,29.8,14,8,14,8,0,0,5,1,12,
중부,중구,숭의초등학교,http://www.soongeui.es.kr,사립,100-751,서울특별시 중구 소파로2길 10 (예장동숭의여자대학),02-3708-9401,3,3,3,3,3,3,0,0,109,55,108,54,108,58,96,47,83,44,86,44,0,0,0,0,32.8,22,11,20,9,2,2,8,2,18,
중부,용산구,신광초등학교,http://www.shinkwang.es.kr,사립,140-133,서울특별시 용산구 청파로 263 (청파동3가학교법인신광학원),02-710-7900,2,2,2,2,2,2,0,0,64,32,64,32,64,32,64,31,64,32,53,21,0,0,0,0,31.1,13,6,13,6,0,0,3,1,12,
중부,종로구,운현초등학교,http://www.unhyun.es.kr,사립,110-350,서울특별시 종로구 삼일대로 460 (운니동운현초등학교),02-765-0896,1,1,1,1,1,1,0,0,30,15,29,16,30,14,29,13,27,13,29,13,0,0,0,0,29,8,5,8,5,0,0,1,1,6,
강동송파,송파구,서울가동초등학교,http://gadong.es.kr,공립,138-810,서울특별시 송파구 중대로20길 47 (가락동가동초등학교),02-448-5766,6,6,6,7,7,8,0,0,169,72,155,72,144,75,167,82,191,80,200,100,0,0,0,0,25.7,64,54,62,53,2,1,5,3,40,
강동송파,송파구,서울가락초등학교,http://segarak.es.kr,공립,138-160,서울특별시 송파구 송파대로37길 45 (가락동가락초등학교),02-448-2363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,휴교
강동송파,송파구,서울가원초등학교,http://www.gawon.es.kr,공립,138-885,서울특별시 송파구 중대로4길 8 (문정동가원초등학교),02-405-4555,4,5,4,5,5,5,0,1,111,66,114,55,99,45,120,57,108,52,107,37,0,0,3,1,22.8,47,42,44,40,3,2,6,4,29,
강동송파,송파구,서울가주초등학교,http://www.gaju.es.kr,공립,138-808,서울특별시 송파구 오금로40길 37  서울가주초등학교 (가락동가주초등학교),02-3401-0443,6,7,6,8,7,7,0,0,174,84,176,94,155,63,210,103,181,92,175,85,0,0,0,0,26.1,69,60,68,59,1,1,5,3,41,
강동송파,강동구,서울강덕초등학교,http://www.gangdeok.es.kr,공립,134-803,서울특별시 강동구 동남로82길 94-54 (고덕동서울강덕초등학교),02-427-8207,3,2,3,3,3,4,0,0,52,24,53,27,60,26,76,40,63,28,84,46,0,0,0,0,21.6,31,28,31,28,0,0,6,3,18,
강동송파,강동구,서울강동초등학교,http://www.gangdong.es.kr,공립,134-867,서울특별시 강동구 상암로14길 77 (천호동서울강동초등학교),02-489-3211,6,5,5,7,6,6,0,2,138,71,124,64,122,67,158,77,150,68,153,78,0,0,9,2,23.1,59,54,58,53,1,1,5,3,37,
강동송파,강동구,서울강명초등학교,http://gme.es.kr,공립,134-834,서울특별시 강동구 상일로 74-1 (상일동),02-426-0678,7,6,6,6,6,6,0,2,200,96,202,95,161,80,192,87,161,74,176,91,0,0,10,3,28.3,59,47,58,46,1,1,5,2,39,
강동송파,강동구,서울강일초등학교,http://gangil.es.kr,공립,134-100,서울특별시 강동구 아리수로98길 24 (강일동서울강일초등학교),02-3426-6472,13,9,7,7,8,8,0,2,386,187,275,123,216,100,201,104,236,106,198,102,0,0,4,0,28.1,76,67,75,66,1,1,5,3,54,
강동송파,송파구,서울개롱초등학교,http://www.gaerong.es.kr,공립,138-860,서울특별시 송파구 문정로 211 (오금동서울개롱초등학교),02-3401-4467,4,4,4,4,4,4,0,1,122,60,117,51,112,58,128,62,136,62,119,63,0,0,2,1,29.4,41,39,41,39,0,0,6,4,25,
강동송파,송파구,서울거여초등학교,http://www.geo-yeo.es.kr,공립,138-858,서울특별시 송파구 마천로25길 18 (오금동거여초등학교),02-400-9335,4,3,4,4,4,4,0,1,77,32,58,25,76,32,100,49,98,39,99,47,0,0,3,0,21.3,41,37,40,36,1,1,5,2,27,
강동송파,송파구,서울거원초등학교,http://www.guhwon.es.kr,공립,138-815,서울특별시 송파구 양산로2길 26 (거여동거원초등학교),02-6919-3700,9,9,8,10,9,8,0,0,242,111,221,105,216,116,245,116,223,99,208,83,0,0,0,0,25.6,77,68,76,67,1,1,9,4,53,
강동송파,강동구,서울고덕초등학교,www.goduk.es.kr,공립,134-800,서울특별시 강동구 아리수로82길 42 (고덕동서울고덕초등학교),02-426-2998,2,2,2,2,2,2,0,2,34,21,41,21,26,10,45,20,35,14,40,14,0,0,12,5,16.6,25,23,25,23,0,0,4,2,14,
강동송파,강동구,서울고명초등학교,http://www.gomyung.es.kr,공립,134-829,서울특별시 강동구 고덕로46길 53 (명일동서울고명초등학교),02-3428-5112,6,5,6,5,7,7,0,0,141,71,139,73,142,71,134,49,187,79,172,78,0,0,0,0,25.4,55,50,55,50,0,0,6,4,39,
강동송파,강동구,서울고일초등학교,http://goil.es.kr,공립,134-836,서울특별시 강동구 구천면로93길 20 (상일동서울고일초등학교),02-481-2311,5,6,5,6,7,6,0,2,122,58,139,65,117,61,133,62,158,77,135,76,0,0,7,1,21.9,60,53,59,52,1,1,4,3,37,
강동송파,강동구,서울길동초등학교,http://www.gildong.es.kr,공립,134-812,서울특별시 강동구 양재대로116길 69 (길동길동초등학교),02-475-5591,7,7,6,7,7,7,0,2,185,84,176,79,150,73,169,70,190,81,172,83,0,0,9,1,24.4,73,63,73,63,0,0,7,4,43,
강동송파,송파구,서울남천초등학교,http://namchen.es.kr,공립,138-818,서울특별시 송파구 성내천로 207 (마천동남천초등학교),02-3401-0651,5,5,4,5,6,5,0,3,127,67,123,61,107,51,122,57,152,67,112,40,0,0,12,1,22.9,48,40,47,39,1,1,5,3,38,
강동송파,강동구,서울대명초등학교,http://www.daemyeong.es.kr,공립,134-826,서울특별시 강동구 상암로 271 (명일동서울대명초등학교),02-481-7871,5,5,5,6,6,7,0,2,128,63,126,61,128,58,140,61,159,67,176,78,0,0,10,4,24.1,58,50,57,49,1,1,5,3,34,
